SystemID,T,SystemIteration,Error,Timeout,Size
38,3,4,false,false,430
38,3,5,false,false,430
18,1,1,false,false,11
18,1,2,false,false,11
18,1,3,false,false,11
18,1,4,false,false,11
18,1,5,false,false,11
18,2,1,false,false,188
18,2,2,false,false,184
18,2,3,false,false,178
18,2,4,false,false,181
18,2,5,false,false,183
18,3,1,false,false,2488
18,3,2,false,false,2488
18,3,3,false,false,2488
18,3,4,false,false,2488
18,3,5,false,false,2488
37,1,1,false,false,322
37,1,2,false,false,320
37,1,3,false,false,321
37,1,4,false,false,322
37,1,5,false,false,319
37,2,1,false,false,4474
37,2,2,false,false,4484
37,2,3,false,false,4476
37,2,4,false,false,4489
37,2,5,false,false,4501
37,3,1,false,true,-1
37,3,2,false,true,-1
37,3,3,false,true,-1
37,3,4,false,true,-1
37,3,5,false,true,-1
26,1,1,false,false,6
26,1,2,false,false,6
26,1,3,false,false,6
26,1,4,false,false,6
26,1,5,false,false,6
26,2,1,false,false,64
26,2,2,false,false,59
26,2,3,false,false,58
26,2,4,false,false,64
26,2,5,false,false,64
26,3,1,false,false,504
26,3,2,false,false,507
26,3,3,false,false,507
26,3,4,false,false,507
26,3,5,false,false,507
28,1,1,false,false,6
28,1,2,false,false,6
28,1,3,false,false,6
28,1,4,false,false,6
28,1,5,false,false,6
28,2,1,false,false,65
28,2,2,false,false,63
28,2,3,false,false,60
28,2,4,false,false,63
28,2,5,false,false,62
28,3,1,false,false,454
28,3,2,false,false,454
28,3,3,false,false,454
28,3,4,false,false,454
28,3,5,false,false,454
21,1,1,false,false,5
21,1,2,false,false,6
21,1,3,false,false,6
21,1,4,false,false,5
21,1,5,false,false,5
21,2,1,false,false,74
21,2,2,false,false,76
21,2,3,false,false,74
21,2,4,false,false,74
21,2,5,false,false,75
21,3,1,false,true,-1
21,3,2,false,true,-1
21,3,3,false,true,-1
21,3,4,false,true,-1
21,3,5,false,true,-1
9,1,1,false,false,52
9,1,2,false,false,52
9,1,3,false,false,52
9,1,4,false,false,52
9,1,5,false,false,52
9,2,1,false,false,1915
9,2,2,false,false,1915
9,2,3,false,false,1915
9,2,4,false,false,1915
9,2,5,false,false,1915
9,3,1,false,true,-1
9,3,2,false,true,-1
9,3,3,false,true,-1
9,3,4,false,true,-1
9,3,5,false,true,-1
22,1,1,false,false,5
22,1,2,false,false,6
22,1,3,false,false,5
22,1,4,false,false,6
22,1,5,false,false,6
22,2,1,false,false,83
22,2,2,false,false,81
22,2,3,false,false,81
22,2,4,false,false,85
22,2,5,false,false,81
22,3,1,false,true,-1
22,3,2,false,true,-1
22,3,3,false,true,-1
22,3,4,false,true,-1
22,3,5,false,true,-1
32,1,1,false,false,5
32,1,2,false,false,6
32,1,3,false,false,5
32,1,4,false,false,6
32,1,5,false,false,6
32,2,1,false,false,81
32,2,2,false,false,81
32,2,3,false,false,83
32,2,4,false,false,85
32,2,5,false,false,84
32,3,1,false,true,-1
32,3,2,false,true,-1
32,3,3,false,true,-1
32,3,4,false,true,-1
32,3,5,false,true,-1
40,1,1,false,false,6
40,1,2,false,false,6
40,1,3,false,false,6
40,1,4,false,false,6
40,1,5,false,false,6
40,2,1,false,false,83
40,2,2,false,false,84
40,2,3,false,false,84
40,2,4,false,false,86
40,2,5,false,false,81
40,3,1,false,true,-1
40,3,2,false,true,-1
40,3,3,false,true,-1
40,3,4,false,true,-1
40,3,5,false,true,-1
19,1,1,false,false,6
19,1,2,false,false,6
19,1,3,false,false,6
19,1,4,false,false,6
19,1,5,false,false,6
19,2,1,false,false,84
19,2,2,false,false,83
19,2,3,false,false,82
19,2,4,false,false,82
19,2,5,false,false,85
19,3,1,false,true,-1
19,3,2,false,true,-1
19,3,3,false,true,-1
19,3,4,false,true,-1
19,3,5,false,true,-1
20,1,1,false,false,9
20,1,2,false,false,9
20,1,3,false,false,9
20,1,4,false,false,9
20,1,5,false,false,9
20,2,1,false,false,103
20,2,2,false,false,104
20,2,3,false,false,107
20,2,4,false,false,107
20,2,5,false,false,102
20,3,1,false,true,-1
20,3,2,false,true,-1
20,3,3,false,true,-1
20,3,4,false,true,-1
20,3,5,false,true,-1
12,1,1,false,false,7
12,1,2,false,false,7
12,1,3,false,false,8
12,1,4,false,false,8
12,1,5,false,false,7
12,2,1,false,false,94
12,2,2,false,false,96
12,2,3,false,false,92
12,2,4,false,false,95
12,2,5,false,false,94
12,3,1,false,true,-1
12,3,2,false,true,-1
12,3,3,false,true,-1
12,3,4,false,true,-1
12,3,5,false,true,-1
33,1,1,false,false,6
33,1,2,false,false,5
33,1,3,false,false,5
33,1,4,false,false,6
33,1,5,false,false,6
33,2,1,false,false,80
33,2,2,false,false,81
33,2,3,false,false,82
33,2,4,false,false,84
33,2,5,false,false,81
33,3,1,false,true,-1
33,3,2,false,true,-1
33,3,3,false,true,-1
33,3,4,false,true,-1
33,3,5,false,true,-1
3,1,1,false,false,23
3,1,2,false,false,24
3,1,3,false,false,23
3,1,4,false,false,24
3,1,5,false,false,23
3,2,1,false,false,1428
3,2,2,false,false,1428
3,2,3,false,false,1421
3,2,4,false,false,1428
3,2,5,false,false,1428
3,3,1,false,true,-1
3,3,2,false,true,-1
3,3,3,false,true,-1
3,3,4,false,true,-1
3,3,5,false,true,-1
